# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2
#
# total peaks = 32235
# peak size = 134
# peaks found using tags on both strands
# minimum distance between peaks = 268
# fragment length = 122
# genome size = 2000000000
# Total tags = 12320924.0
# Total tags in peaks = 1164991.0
# Approximate IP efficiency = 9.46%
# tags per bp = 0.005291
# expected tags per peak = 0.709
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.447811e-07
# FDR tag threshold = 8.0
# number of putative peaks = 59162
#
# input tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 23234
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3687
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 6
#
# cmd = findPeaks /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2 -i /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr17-501	chr17	81299021	81299155	+	26.8	0.791	25.000000	27.9	1.0	27.88	3.50e-29	34.71	8.40e-39	1.01
chr17-471	chr17	87235999	87236133	+	26.8	0.778	26.000000	27.9	5.0	5.58	5.60e-12	26.41	5.34e-35	1.01
chr18-357	chr18	15204980	15205114	+	26.8	0.895	26.000000	27.9	4.0	6.97	3.53e-14	39.83	1.01e-40	0.98
chr18-362	chr18	46903206	46903340	+	26.8	0.825	26.000000	27.9	0.5	55.76	4.15e-37	12.59	5.87e-25	0.98
chr18-384	chr18	53584744	53584878	+	26.8	0.878	25.000000	27.9	0.5	55.76	4.15e-37	39.83	1.01e-40	1.01
chr18-331	chr18	66427946	66428080	+	26.8	0.792	28.000000	27.9	0.5	55.76	4.15e-37	18.27	5.96e-30	0.91
chr18-368	chr18	74001672	74001806	+	26.8	0.800	26.000000	27.9	4.0	6.97	3.53e-14	18.41	4.71e-30	1.06
chr18-296	chr18	75545975	75546109	+	26.8	0.690	30.000000	27.9	2.0	13.94	1.80e-21	7.04	1.68e-17	0.87
chr18-316	chr18	75579090	75579224	+	26.8	0.766	29.000000	27.9	2.0	13.94	1.80e-21	20.08	3.08e-31	0.87
chr18-335	chr18	75594282	75594416	+	26.8	0.833	28.000000	27.9	3.0	9.29	3.90e-17	12.92	2.64e-25	0.94
chr18-317	chr18	78134949	78135083	+	26.8	0.745	29.000000	27.9	5.0	5.58	5.60e-12	20.08	3.08e-31	0.87
chr19-432	chr19	3414965	3415099	+	26.8	0.723	25.000000	27.9	4.0	6.97	3.53e-14	24.06	1.03e-33	1.01
chr19-306	chr19	4081261	4081395	+	26.8	0.754	31.000000	27.9	1.0	27.88	3.50e-29	13.13	1.61e-25	0.85
chr19-398	chr19	7392340	7392474	+	26.8	0.857	27.000000	27.9	0.5	55.76	4.15e-37	13.13	1.61e-25	0.98
chr19-359	chr19	10867671	10867805	+	26.8	0.878	29.000000	27.9	4.0	6.97	3.53e-14	30.00	9.24e-37	0.94
chr19-447	chr19	23211099	23211233	+	26.8	0.661	25.000000	27.9	3.0	9.29	3.90e-17	4.43	5.29e-12	1.06
chr19-401	chr19	41735613	41735747	+	26.8	0.684	27.000000	27.9	4.0	6.97	3.53e-14	17.87	1.20e-29	0.98
chr19-349	chr19	47224339	47224473	+	26.8	0.812	30.000000	27.9	3.0	9.29	3.90e-17	35.73	3.32e-39	0.91
chr19-256	chr19	47484655	47484789	+	26.8	0.902	35.000000	27.9	2.0	13.94	1.80e-21	16.87	7.10e-29	0.77
chr19-326	chr19	53149821	53149955	+	26.8	0.722	31.000000	27.9	2.0	13.94	1.80e-21	14.82	3.99e-27	0.85
chr19-408	chr19	54323564	54323698	+	26.8	0.786	27.000000	27.9	3.0	9.29	3.90e-17	36.26	2.06e-39	0.94
chr19-390	chr19	55267076	55267210	+	26.8	0.750	28.000000	27.9	1.0	27.88	3.50e-29	16.31	2.05e-28	0.98
chr19-351	chr19	58118106	58118240	+	26.8	0.800	30.000000	27.9	2.0	13.94	1.80e-21	41.18	3.46e-41	0.87
chr19-430	chr19	58487939	58488073	+	26.8	0.875	26.000000	27.9	1.0	27.88	3.50e-29	33.28	3.22e-38	0.98
chr19-372	chr19	58812140	58812274	+	26.8	0.667	29.000000	27.9	1.0	27.88	3.50e-29	6.09	1.01e-15	0.91
chr19-333	chr19	59356701	59356835	+	26.8	0.660	31.000000	27.9	1.0	27.88	3.50e-29	9.49	2.87e-21	0.85
chr19-394	chr19	61016162	61016296	+	26.8	0.771	28.000000	27.9	0.5	55.76	4.15e-37	26.70	3.77e-35	0.94
chrX-137	chrX	11953049	11953183	+	26.8	0.762	21.000000	27.9	1.0	27.88	3.50e-29	31.55	1.83e-37	1.21
chrX-92	chrX	137040248	137040382	+	26.8	0.700	28.000000	27.9	4.0	6.97	3.53e-14	13.96	2.47e-26	0.94
chr1-611	chr1	31074319	31074453	+	26.0	0.826	27.000000	27.0	2.0	13.52	1.80e-21	20.14	2.23e-30	0.94
chr1-716	chr1	39427602	39427736	+	26.0	0.921	24.000000	27.0	2.0	13.52	1.80e-21	16.83	5.14e-28	1.02
chr1-753	chr1	64189349	64189483	+	26.0	0.872	23.000000	27.0	2.0	13.52	1.80e-21	35.70	4.69e-38	1.07
chr1-678	chr1	64764221	64764355	+	26.0	0.889	25.000000	27.0	6.0	4.51	2.96e-10	31.84	1.69e-36	0.98
chr1-516	chr1	74425661	74425795	+	26.0	0.702	31.000000	27.0	1.0	27.04	3.50e-29	21.82	1.94e-31	0.82
chr1-542	chr1	82278537	82278671	+	26.0	0.750	30.000000	27.0	2.0	13.52	1.80e-21	22.02	1.46e-31	0.85
chr1-653	chr1	92256611	92256745	+	26.0	0.643	26.000000	27.0	0.5	54.07	4.15e-37	11.66	2.83e-23	0.94
chr1-621	chr1	93144920	93145054	+	26.0	0.780	27.000000	27.0	6.0	4.51	2.96e-10	13.31	5.73e-25	0.98
chr1-596	chr1	104632104	104632238	+	26.0	0.750	28.000000	27.0	0.5	54.07	4.15e-37	23.56	1.83e-32	0.88
chr1-546	chr1	134251771	134251905	+	26.0	0.754	30.000000	27.0	3.0	9.01	3.90e-17	14.45	4.94e-26	0.85
chr1-633	chr1	136134036	136134170	+	26.0	0.711	27.000000	27.0	2.0	13.52	1.80e-21	6.99	6.24e-17	0.91
chr1-663	chr1	149065130	149065264	+	26.0	0.867	26.000000	27.0	2.0	13.52	1.80e-21	52.36	2.97e-43	0.98
chr1-549	chr1	153845848	153845982	+	26.0	0.850	30.000000	27.0	6.0	4.51	2.96e-10	26.18	7.18e-34	0.88
chr1-580	chr1	162220488	162220622	+	26.0	0.780	29.000000	27.0	1.0	27.04	3.50e-29	33.18	4.53e-37	0.88
chr1-641	chr1	173367447	173367581	+	26.0	0.895	27.000000	27.0	3.0	9.01	3.90e-17	12.14	8.63e-24	0.91
chr1-644	chr1	183794922	183795056	+	26.0	0.731	27.000000	27.0	3.0	9.01	3.90e-17	15.40	7.42e-27	0.94
chr2-921	chr2	19377623	19377757	+	26.0	0.702	24.000000	27.0	1.0	27.04	3.50e-29	5.68	1.76e-14	1.02
chr2-873	chr2	27357522	27357656	+	26.0	0.765	25.000000	27.0	0.5	54.07	4.15e-37	9.46	1.23e-20	1.02
chr2-777	chr2	29030896	29031030	+	26.0	0.614	27.000000	27.0	3.0	9.01	3.90e-17	16.48	9.73e-28	0.91
chr2-690	chr2	32307794	32307928	+	26.0	0.891	29.000000	27.0	3.0	9.01	3.90e-17	12.02	1.17e-23	0.91
chr2-735	chr2	34010465	34010599	+	26.0	0.814	28.000000	27.0	2.0	13.52	1.80e-21	23.80	1.35e-32	0.88
chr2-652	chr2	35296713	35296847	+	26.0	0.661	30.000000	27.0	4.0	6.76	3.53e-14	4.31	2.16e-11	0.94
chr2-736	chr2	36014952	36015086	+	26.0	0.762	28.000000	27.0	4.0	6.76	3.53e-14	22.65	6.10e-32	0.88
chr2-780	chr2	38285537	38285671	+	26.0	0.913	27.000000	27.0	3.0	9.01	3.90e-17	27.08	2.52e-34	0.94
chr2-880	chr2	49485793	49485927	+	26.0	0.792	25.000000	27.0	3.0	9.01	3.90e-17	21.62	2.57e-31	1.07
chr2-882	chr2	56966466	56966600	+	26.0	0.688	25.000000	27.0	1.0	27.04	3.50e-29	12.53	3.42e-24	0.98
chr2-655	chr2	70661564	70661698	+	26.0	0.895	30.000000	27.0	0.5	54.07	4.15e-37	35.70	4.69e-38	0.85
chr2-892	chr2	103220036	103220170	+	26.0	0.837	25.000000	27.0	4.0	6.76	3.53e-14	31.00	3.86e-36	1.02
chr2-757	chr2	121409569	121409703	+	26.0	0.745	28.000000	27.0	2.0	13.52	1.80e-21	32.27	1.07e-36	0.91
chr2-759	chr2	127367222	127367356	+	26.0	0.816	28.000000	27.0	6.0	4.51	2.96e-10	13.46	4.09e-25	0.91
chr2-801	chr2	143829374	143829508	+	26.0	0.773	27.000000	27.0	0.5	54.07	4.15e-37	13.62	2.91e-25	0.91
chr2-710	chr2	152642009	152642143	+	26.0	0.754	29.000000	27.0	3.0	9.01	3.90e-17	5.42	6.10e-14	0.88
chr2-857	chr2	155707346	155707480	+	26.0	0.892	26.000000	27.0	5.0	5.41	5.60e-12	11.27	7.68e-23	0.98
chr2-1180	chr2	157577257	157577391	+	26.0	0.868	21.000000	27.0	4.0	6.76	3.53e-14	19.47	6.20e-30	1.17
chr2-1036	chr2	157904776	157904910	+	26.0	0.889	23.000000	27.0	1.0	27.04	3.50e-29	11.44	5.03e-23	1.07
chr2-716	chr2	163729346	163729480	+	26.0	0.650	29.000000	27.0	3.0	9.01	3.90e-17	4.53	6.07e-12	0.88
chr2-969	chr2	164242937	164243071	+	26.0	0.848	24.000000	27.0	2.0	13.52	1.80e-21	9.66	6.88e-21	1.07
chr2-677	chr2	167328221	167328355	+	26.0	0.857	30.000000	27.0	5.0	5.41	5.60e-12	16.71	6.37e-28	0.88
chr2-718	chr2	167660173	167660307	+	26.0	0.782	29.000000	27.0	4.0	6.76	3.53e-14	13.46	4.09e-25	0.88
chr2-678	chr2	170113221	170113355	+	26.0	0.679	30.000000	27.0	3.0	9.01	3.90e-17	17.99	6.90e-29	0.85
chr2-770	chr2	172844374	172844508	+	26.0	0.636	28.000000	27.0	3.0	9.01	3.90e-17	13.02	1.11e-24	0.94
chr2-1046	chr2	174169719	174169853	+	26.0	0.814	23.000000	27.0	0.5	54.07	4.15e-37	24.54	5.23e-33	1.07
chr2-680	chr2	179848785	179848919	+	26.0	0.829	30.000000	27.0	0.5	54.07	4.15e-37	9.46	1.23e-20	0.85
chr3-566	chr3	10298395	10298529	+	26.0	0.712	26.000000	27.0	3.0	9.01	3.90e-17	4.29	2.36e-11	0.94
chr3-591	chr3	20170483	20170617	+	26.0	0.760	25.000000	27.0	3.0	9.01	3.90e-17	5.53	3.52e-14	0.98
chr3-570	chr3	41380428	41380562	+	26.0	0.864	26.000000	27.0	2.0	13.52	1.80e-21	11.90	1.57e-23	0.94
chr3-597	chr3	52216983	52217117	+	26.0	0.820	25.000000	27.0	2.0	13.52	1.80e-21	20.14	2.23e-30	0.98
chr3-513	chr3	65150253	65150387	+	26.0	0.844	28.000000	27.0	1.0	27.04	3.50e-29	40.62	8.36e-40	0.91
chr3-546	chr3	85547324	85547458	+	26.0	0.778	27.000000	27.0	5.0	5.41	5.60e-12	27.08	2.52e-34	0.91
chr3-547	chr3	85662752	85662886	+	26.0	0.783	27.000000	27.0	1.0	27.04	3.50e-29	19.47	6.20e-30	0.94
chr3-634	chr3	88330718	88330852	+	26.0	0.767	24.000000	27.0	3.0	9.01	3.90e-17	14.37	5.92e-26	1.02
chr3-549	chr3	88458654	88458788	+	26.0	0.735	27.000000	27.0	4.0	6.76	3.53e-14	17.71	1.09e-28	0.94
chr3-494	chr3	90278823	90278957	+	26.0	0.818	29.000000	27.0	0.5	54.07	4.15e-37	27.08	2.52e-34	0.88
chr3-523	chr3	94736813	94736947	+	26.0	0.837	28.000000	27.0	1.0	27.04	3.50e-29	38.00	6.69e-39	0.98
chr3-578	chr3	96070729	96070863	+	26.0	0.921	26.000000	27.0	0.5	54.07	4.15e-37	9.24	2.44e-20	0.98
chr3-481	chr3	96541029	96541163	+	26.0	0.765	30.000000	27.0	6.0	4.51	2.96e-10	20.85	7.71e-31	0.88
chr3-579	chr3	98141634	98141768	+	26.0	0.800	26.000000	27.0	6.0	4.51	2.96e-10	4.05	9.93e-11	0.94
chr3-638	chr3	99785044	99785178	+	26.0	0.923	24.000000	27.0	0.5	54.07	4.15e-37	53.55	1.46e-43	1.02
chr3-559	chr3	122165652	122165786	+	26.0	0.810	27.000000	27.0	1.0	27.04	3.50e-29	13.78	2.06e-25	0.91
chr3-620	chr3	137632189	137632323	+	26.0	0.786	25.000000	27.0	2.0	13.52	1.80e-21	15.40	7.42e-27	0.98
chr3-564	chr3	146059367	146059501	+	26.0	0.800	27.000000	27.0	6.0	4.51	2.96e-10	17.32	2.14e-28	0.94
chr4-951	chr4	8882611	8882745	+	26.0	0.750	23.000000	27.0	2.0	13.52	1.80e-21	12.53	3.42e-24	1.12
chr4-904	chr4	35102698	35102832	+	26.0	0.778	24.000000	27.0	3.0	9.01	3.90e-17	18.70	2.12e-29	1.12
chr4-797	chr4	35297762	35297896	+	26.0	0.878	27.000000	27.0	3.0	9.01	3.90e-17	27.08	2.52e-34	0.91
chr4-683	chr4	41213472	41213606	+	26.0	0.822	30.000000	27.0	1.0	27.04	3.50e-29	17.85	8.68e-29	0.85
chr4-833	chr4	45018307	45018441	+	26.0	0.722	26.000000	27.0	5.0	5.41	5.60e-12	25.33	1.97e-33	0.94
chr4-640	chr4	48599326	48599460	+	26.0	0.735	31.000000	27.0	2.0	13.52	1.80e-21	19.80	3.73e-30	0.82
chr4-840	chr4	59345261	59345395	+	26.0	0.796	26.000000	27.0	0.5	54.07	4.15e-37	5.80	9.81e-15	1.02
chr4-644	chr4	63220020	63220154	+	26.0	0.776	31.000000	27.0	0.5	54.07	4.15e-37	10.91	2.01e-22	0.82
chr4-874	chr4	71783477	71783611	+	26.0	0.949	25.000000	27.0	1.0	27.04	3.50e-29	28.73	4.05e-35	1.02
chr4-843	chr4	76070657	76070791	+	26.0	0.818	26.000000	27.0	0.5	54.07	4.15e-37	27.72	1.23e-34	0.98
chr4-721	chr4	82151083	82151217	+	26.0	0.881	29.000000	27.0	3.0	9.01	3.90e-17	13.62	2.91e-25	0.88
chr4-724	chr4	97421157	97421291	+	26.0	0.722	29.000000	27.0	5.0	5.41	5.60e-12	14.37	5.92e-26	0.88
chr4-878	chr4	99949187	99949321	+	26.0	0.837	25.000000	27.0	0.5	54.07	4.15e-37	27.08	2.52e-34	0.98
chr4-768	chr4	100433062	100433196	+	26.0	0.808	28.000000	27.0	2.0	13.52	1.80e-21	23.10	3.36e-32	0.98
chr4-594	chr4	100860774	100860908	+	26.0	0.712	33.000000	27.0	3.0	9.01	3.90e-17	9.62	7.74e-21	0.82
chr4-923	chr4	117960254	117960388	+	26.0	0.771	24.000000	27.0	4.0	6.76	3.53e-14	14.63	3.41e-26	1.02
chr4-846	chr4	118712672	118712806	+	26.0	0.905	26.000000	27.0	6.0	4.51	2.96e-10	42.07	2.79e-40	0.98
chr4-653	chr4	119740219	119740353	+	26.0	0.778	31.000000	27.0	0.5	54.07	4.15e-37	17.45	1.71e-28	0.79
chr4-881	chr4	119804161	119804295	+	26.0	0.941	25.000000	27.0	5.0	5.41	5.60e-12	21.62	2.57e-31	0.98
chr4-847	chr4	119955972	119956106	+	26.0	0.717	26.000000	27.0	4.0	6.76	3.53e-14	14.02	1.22e-25	0.98
chr4-658	chr4	128924876	128925010	+	26.0	0.778	31.000000	27.0	1.0	27.04	3.50e-29	7.16	3.22e-17	0.82
chr4-785	chr4	138853638	138853772	+	26.0	0.786	28.000000	27.0	2.0	13.52	1.80e-21	19.47	6.20e-30	0.88
chr4-746	chr4	139185150	139185284	+	26.0	0.717	29.000000	27.0	3.0	9.01	3.90e-17	8.01	1.39e-18	0.91
chr4-1040	chr4	144562978	144563112	+	26.0	0.720	22.000000	27.0	5.0	5.41	5.60e-12	17.58	1.37e-28	1.12
chr4-988	chr4	147829866	147830000	+	26.0	0.805	23.000000	27.0	0.5	54.07	4.15e-37	26.77	3.59e-34	1.12
chr4-751	chr4	150554593	150554727	+	26.0	0.829	29.000000	27.0	1.0	27.04	3.50e-29	22.87	4.54e-32	0.91
chr4-638	chr4	154843755	154843889	+	26.0	0.745	32.000000	27.0	4.0	6.76	3.53e-14	24.29	7.19e-33	0.82
chr5-592	chr5	24304565	24304699	+	26.0	0.722	31.000000	27.0	5.0	5.41	5.60e-12	22.23	1.09e-31	0.82
chr5-679	chr5	28364849	28364983	+	26.0	0.692	28.000000	27.0	4.0	6.76	3.53e-14	19.31	7.96e-30	0.94
chr5-680	chr5	34713838	34713972	+	26.0	0.660	28.000000	27.0	0.5	54.07	4.15e-37	6.85	1.10e-16	0.91
chr5-801	chr5	44698678	44698812	+	26.0	0.892	25.000000	27.0	1.0	27.04	3.50e-29	43.63	8.97e-41	1.02
chr5-805	chr5	53666844	53666978	+	26.0	0.897	25.000000	27.0	2.0	13.52	1.80e-21	32.72	6.99e-37	1.07
chr5-683	chr5	64672559	64672693	+	26.0	0.809	28.000000	27.0	3.0	9.01	3.90e-17	15.81	3.35e-27	0.91
chr5-855	chr5	93033935	93034069	+	26.0	0.791	24.000000	27.0	1.0	27.04	3.50e-29	10.20	1.42e-21	1.02
chr5-691	chr5	100461685	100461819	+	26.0	0.766	28.000000	27.0	5.0	5.41	5.60e-12	14.19	8.50e-26	1.02
chr5-604	chr5	106747300	106747434	+	26.0	0.667	31.000000	27.0	1.0	27.04	3.50e-29	6.35	8.67e-16	0.88
chr5-664	chr5	114581765	114581899	+	26.0	0.656	29.000000	27.0	3.0	9.01	3.90e-17	8.92	6.58e-20	0.88
chr5-720	chr5	115877545	115877679	+	26.0	0.841	27.000000	27.0	6.0	4.51	2.96e-10	23.33	2.49e-32	0.98
chr5-724	chr5	120906927	120907061	+	26.0	0.674	27.000000	27.0	1.0	27.04	3.50e-29	7.67	4.68e-18	0.94
chr5-699	chr5	120922856	120922990	+	26.0	0.786	28.000000	27.0	1.0	27.04	3.50e-29	10.43	7.50e-22	0.91
chr5-771	chr5	120986856	120986990	+	26.0	0.818	26.000000	27.0	6.0	4.51	2.96e-10	22.65	6.10e-32	0.94
chr5-632	chr5	121008876	121009010	+	26.0	0.783	30.000000	27.0	2.0	13.52	1.80e-21	10.57	5.09e-22	0.85
chr5-725	chr5	122735983	122736117	+	26.0	0.755	27.000000	27.0	0.5	54.07	4.15e-37	7.32	1.77e-17	0.94
chr5-824	chr5	123248672	123248806	+	26.0	0.844	25.000000	27.0	4.0	6.76	3.53e-14	8.69	1.39e-19	1.02
chr5-779	chr5	130536250	130536384	+	26.0	0.661	26.000000	27.0	4.0	6.76	3.53e-14	16.59	7.88e-28	0.98
chr5-670	chr5	135219921	135220055	+	26.0	0.825	29.000000	27.0	2.0	13.52	1.80e-21	19.00	1.30e-29	0.88
chr5-672	chr5	136472142	136472276	+	26.0	0.848	29.000000	27.0	1.0	27.04	3.50e-29	19.31	7.96e-30	0.94
chr5-609	chr5	137980551	137980685	+	26.0	0.685	31.000000	27.0	6.0	4.51	2.96e-10	11.61	3.27e-23	0.82
chr5-610	chr5	138113063	138113197	+	26.0	0.837	31.000000	27.0	2.0	13.52	1.80e-21	19.63	4.82e-30	0.82
chr5-737	chr5	140272937	140273071	+	26.0	0.661	27.000000	27.0	4.0	6.76	3.53e-14	7.16	3.22e-17	0.98
chr5-738	chr5	143579484	143579618	+	26.0	0.667	27.000000	27.0	3.0	9.01	3.90e-17	7.58	6.73e-18	0.94
chr5-739	chr5	143676899	143677033	+	26.0	0.780	27.000000	27.0	3.0	9.01	3.90e-17	13.94	1.45e-25	0.98
chr5-838	chr5	144543025	144543159	+	26.0	0.833	25.000000	27.0	0.5	54.07	4.15e-37	71.40	1.71e-47	1.02
chr5-675	chr5	145018488	145018622	+	26.0	0.766	29.000000	27.0	4.0	6.76	3.53e-14	5.25	1.40e-13	0.91
chr5-706	chr5	145992099	145992233	+	26.0	0.725	28.000000	27.0	2.0	13.52	1.80e-21	17.58	1.37e-28	0.88
chr5-742	chr5	147845325	147845459	+	26.0	0.759	27.000000	27.0	4.0	6.76	3.53e-14	11.11	1.17e-22	0.94
chr5-790	chr5	148255354	148255488	+	26.0	0.889	26.000000	27.0	4.0	6.76	3.53e-14	28.39	5.90e-35	0.94
chr5-792	chr5	151591778	151591912	+	26.0	0.875	26.000000	27.0	1.0	27.04	3.50e-29	39.93	1.43e-39	0.94
chr5-744	chr5	151626030	151626164	+	26.0	0.786	27.000000	27.0	2.0	13.52	1.80e-21	22.65	6.10e-32	0.91
chr6-573	chr6	29817469	29817603	+	26.0	0.762	29.000000	27.0	1.0	27.04	3.50e-29	22.44	8.18e-32	0.91
chr6-539	chr6	30258833	30258967	+	26.0	0.780	30.000000	27.0	5.0	5.41	5.60e-12	23.56	1.83e-32	0.82
chr6-659	chr6	33984376	33984510	+	26.0	0.762	26.000000	27.0	1.0	27.04	3.50e-29	25.06	2.74e-33	0.94
chr6-688	chr6	34356891	34357025	+	26.0	0.691	25.000000	27.0	3.0	9.01	3.90e-17	16.03	2.23e-27	0.98
chr6-611	chr6	37356995	37357129	+	26.0	0.830	28.000000	27.0	5.0	5.41	5.60e-12	15.71	4.10e-27	0.94
chr6-635	chr6	39291933	39292067	+	26.0	0.878	27.000000	27.0	3.0	9.01	3.90e-17	25.33	1.97e-33	0.94
chr6-636	chr6	42245789	42245923	+	26.0	0.892	27.000000	27.0	0.5	54.07	4.15e-37	32.27	1.07e-36	0.91
chr6-695	chr6	67092372	67092506	+	26.0	0.970	25.000000	27.0	4.0	6.76	3.53e-14	18.12	5.47e-29	0.98
chr6-521	chr6	73173277	73173411	+	26.0	0.854	31.000000	27.0	2.0	13.52	1.80e-21	33.66	2.92e-37	0.85
chr6-671	chr6	77322161	77322295	+	26.0	0.773	26.000000	27.0	1.0	27.04	3.50e-29	34.65	1.19e-37	0.94
chr6-587	chr6	86715633	86715767	+	26.0	0.735	29.000000	27.0	6.0	4.51	2.96e-10	13.94	1.45e-25	0.91
chr6-645	chr6	87282486	87282620	+	26.0	0.971	27.000000	27.0	0.5	54.07	4.15e-37	20.67	1.01e-30	0.94
chr6-646	chr6	90834706	90834840	+	26.0	0.805	27.000000	27.0	4.0	6.76	3.53e-14	14.73	2.83e-26	0.98
chr6-525	chr6	100154473	100154607	+	26.0	0.606	31.000000	27.0	6.0	4.51	2.96e-10	15.10	1.33e-26	0.85
chr6-711	chr6	100397309	100397443	+	26.0	0.800	25.000000	27.0	3.0	9.01	3.90e-17	29.45	1.89e-35	1.02
chr6-594	chr6	101319349	101319483	+	26.0	0.854	29.000000	27.0	1.0	27.04	3.50e-29	32.27	1.07e-36	0.91
chr6-595	chr6	101324819	101324953	+	26.0	0.844	29.000000	27.0	3.0	9.01	3.90e-17	10.71	3.43e-22	0.91
chr6-622	chr6	108777863	108777997	+	26.0	0.711	28.000000	27.0	2.0	13.52	1.80e-21	6.56	3.54e-16	0.88
chr6-677	chr6	113256234	113256368	+	26.0	0.820	26.000000	27.0	4.0	6.76	3.53e-14	11.22	8.83e-23	0.98
chr6-881	chr6	114836541	114836675	+	26.0	0.846	21.000000	27.0	2.0	13.52	1.80e-21	10.76	3.01e-22	1.17
chr6-602	chr6	134990397	134990531	+	26.0	0.717	29.000000	27.0	2.0	13.52	1.80e-21	24.29	7.19e-33	0.88
chr7-731	chr7	4454430	4454564	+	26.0	0.900	27.000000	27.0	1.0	27.04	3.50e-29	19.63	4.82e-30	0.91
chr7-663	chr7	17002927	17003061	+	26.0	0.810	29.000000	27.0	2.0	13.52	1.80e-21	13.39	4.85e-25	0.91
chr7-605	chr7	17377695	17377829	+	26.0	0.717	31.000000	27.0	1.0	27.04	3.50e-29	12.34	5.45e-24	0.85
chr7-778	chr7	29592663	29592797	+	26.0	0.783	26.000000	27.0	2.0	13.52	1.80e-21	7.83	2.69e-18	1.02
chr7-848	chr7	31709235	31709369	+	26.0	0.805	24.000000	27.0	4.0	6.76	3.53e-14	47.12	8.07e-42	1.07
chr7-577	chr7	35012744	35012878	+	26.0	0.833	32.000000	27.0	2.0	13.52	1.80e-21	6.83	1.19e-16	0.79
chr7-703	chr7	53378801	53378935	+	26.0	0.714	28.000000	27.0	5.0	5.41	5.60e-12	22.87	4.54e-32	0.88
chr7-705	chr7	73237822	73237956	+	26.0	0.667	28.000000	27.0	1.0	27.04	3.50e-29	12.02	1.17e-23	0.94
chr7-612	chr7	75260274	75260408	+	26.0	0.745	31.000000	27.0	1.0	27.04	3.50e-29	17.07	3.33e-28	0.85
chr7-825	chr7	75264642	75264776	+	26.0	0.889	25.000000	27.0	0.5	54.07	4.15e-37	15.81	3.35e-27	1.02
chr7-828	chr7	82560472	82560606	+	26.0	0.841	25.000000	27.0	0.5	54.07	4.15e-37	22.44	8.18e-32	0.98
chr7-649	chr7	87305898	87306032	+	26.0	0.719	30.000000	27.0	6.0	4.51	2.96e-10	7.53	8.04e-18	0.85
chr7-899	chr7	87773608	87773742	+	26.0	0.795	23.000000	27.0	4.0	6.76	3.53e-14	29.82	1.28e-35	1.07
chr7-711	chr7	88358041	88358175	+	26.0	0.800	28.000000	27.0	4.0	6.76	3.53e-14	13.86	1.73e-25	0.91
chr7-753	chr7	106545943	106546077	+	26.0	0.786	27.000000	27.0	2.0	13.52	1.80e-21	11.78	2.11e-23	0.91
chr7-618	chr7	117262157	117262291	+	26.0	0.700	31.000000	27.0	1.0	27.04	3.50e-29	9.78	4.82e-21	0.85
chr7-757	chr7	117365805	117365939	+	26.0	0.760	27.000000	27.0	2.0	13.52	1.80e-21	28.73	4.05e-35	0.98
chr7-654	chr7	119859945	119860079	+	26.0	0.723	30.000000	27.0	0.5	54.07	4.15e-37	22.87	4.54e-32	0.85
chr7-680	chr7	120918550	120918684	+	26.0	0.809	29.000000	27.0	2.0	13.52	1.80e-21	11.78	2.11e-23	0.85
chr7-762	chr7	134005814	134005948	+	26.0	0.760	27.000000	27.0	1.0	27.04	3.50e-29	16.95	4.14e-28	0.94
chr7-629	chr7	137801412	137801546	+	26.0	0.660	31.000000	27.0	5.0	5.41	5.60e-12	10.66	3.92e-22	0.85
chr7-984	chr7	138149828	138149962	+	26.0	0.921	22.000000	27.0	1.0	27.04	3.50e-29	10.81	2.63e-22	1.17
chr7-727	chr7	139478786	139478920	+	26.0	0.685	28.000000	27.0	1.0	27.04	3.50e-29	10.52	5.80e-22	0.88
chr7-728	chr7	139745893	139746027	+	26.0	0.772	28.000000	27.0	2.0	13.52	1.80e-21	14.37	5.92e-26	0.91
chr7-807	chr7	143417822	143417956	+	26.0	0.804	26.000000	27.0	0.5	54.07	4.15e-37	28.73	4.05e-35	0.98
chr7-632	chr7	147302414	147302548	+	26.0	0.814	31.000000	27.0	5.0	5.41	5.60e-12	9.24	2.44e-20	0.82
chr7-843	chr7	151833572	151833706	+	26.0	0.729	25.000000	27.0	2.0	13.52	1.80e-21	16.83	5.14e-28	0.98
